date,month,month_num,year,quarter,region,store_name,product_name,category,quantity,unit_price,discount_pct,net_revenue,gross_profit
2024-08-13,August,8,2024,Q3,East,Montreal Hub,Protein Powder Vanilla,Health,9,54.99,0,494.91,332.91
2023-03-02,March,3,2023,Q1,West,Vancouver Flagship,Yoga Mat Premium,Health,10,39.99,15,339.92,319.9
2024-02-02,February,2,2024,Q1,Central,Saskatoon Outlet,Protein Powder Vanilla,Health,5,54.99,0,274.95,184.95
2023-05-20,May,5,2023,Q2,Central,Saskatoon Outlet,Yoga Mat Premium,Health,7,39.99,10,251.94,223.93
2023-10-22,October,10,2023,Q4,West,Vancouver Flagship,Running Shoes Men,Footwear,10,99.99,20,799.92,649.9
2023-05-08,May,5,2023,Q2,West,Calgary Centre,Yoga Mat Premium,Health,10,39.99,5,379.91,319.9
2023-01-02,January,1,2023,Q1,East,Montreal Hub,Office Chair Ergonomic,Furniture,10,249.99,0,2499.9,1649.9
2023-09-17,September,9,2023,Q3,Central,Saskatoon Outlet,Laptop Stand Aluminum,Electronics,3,49.99,20,119.98,113.97
2024-10-18,October,10,2024,Q4,Online,Online Store,Office Chair Ergonomic,Furniture,4,249.99,0,999.96,659.96
2024-12-29,December,12,2024,Q4,West,Vancouver Flagship,Wireless Headphones Pro,Electronics,4,129.99,15,441.97,339.96
2023-02-17,February,2,2023,Q1,Online,Online Store,Office Chair Ergonomic,Furniture,7,249.99,0,1749.93,1154.93
2023-08-12,August,8,2023,Q3,East,Toronto Downtown,Running Shoes Men,Footwear,10,99.99,0,999.9,649.9
2024-10-29,October,10,2024,Q4,Online,Online Store,Protein Powder Vanilla,Health,2,54.99,20,87.98,73.98
2024-12-13,December,12,2024,Q4,East,Montreal Hub,Wireless Headphones Pro,Electronics,2,129.99,0,259.98,169.98
2023-07-31,July,7,2023,Q3,West,Vancouver Flagship,Bluetooth Speaker Mini,Electronics,3,69.99,15,178.47,149.97
2024-10-25,October,10,2024,Q4,West,Calgary Centre,Office Chair Ergonomic,Furniture,6,249.99,5,1424.94,989.94
2024-01-23,January,1,2024,Q1,East,Montreal Hub,Running Shoes Men,Footwear,4,99.99,20,319.97,259.96
2024-10-12,October,10,2024,Q4,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,7,49.99,0,349.93,265.93
2023-07-12,July,7,2023,Q3,East,Montreal Hub,Protein Powder Vanilla,Health,8,54.99,0,439.92,295.92
2024-03-23,March,3,2024,Q1,West,Calgary Centre,Wireless Headphones Pro,Electronics,1,129.99,5,123.49,84.99
2024-04-19,April,4,2024,Q2,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,1,49.99,15,42.49,37.99
2024-04-14,April,4,2024,Q2,West,Vancouver Flagship,Running Shoes Men,Footwear,7,99.99,0,699.93,454.93
2023-10-22,October,10,2023,Q4,West,Calgary Centre,Laptop Stand Aluminum,Electronics,5,49.99,0,249.95,189.95
2024-03-12,March,3,2024,Q1,East,Montreal Hub,Wireless Headphones Pro,Electronics,9,129.99,0,1169.91,764.91
2024-08-23,August,8,2024,Q3,West,Calgary Centre,Bluetooth Speaker Mini,Electronics,5,69.99,15,297.46,249.95
2023-08-18,August,8,2023,Q3,West,Vancouver Flagship,Bluetooth Speaker Mini,Electronics,5,69.99,20,279.96,249.95
2024-05-03,May,5,2024,Q2,West,Calgary Centre,Yoga Mat Premium,Health,3,39.99,5,113.97,95.97
2023-08-14,August,8,2023,Q3,West,Vancouver Flagship,Bluetooth Speaker Mini,Electronics,1,69.99,20,55.99,49.99
2023-08-29,August,8,2023,Q3,East,Montreal Hub,Bluetooth Speaker Mini,Electronics,4,69.99,10,251.96,199.96
2024-06-05,June,6,2024,Q2,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,5,49.99,15,212.46,189.95
2024-01-15,January,1,2024,Q1,Online,Online Store,Running Shoes Men,Footwear,2,99.99,0,199.98,129.98
2024-11-05,November,11,2024,Q4,Online,Online Store,Running Shoes Men,Footwear,7,99.99,0,699.93,454.93
2023-03-06,March,3,2023,Q1,West,Vancouver Flagship,Office Chair Ergonomic,Furniture,5,249.99,0,1249.95,824.95
2023-09-08,September,9,2023,Q3,Online,Online Store,Laptop Stand Aluminum,Electronics,8,49.99,10,359.93,303.92
2023-01-04,January,1,2023,Q1,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,6,49.99,20,239.95,227.94
2024-12-07,December,12,2024,Q4,Central,Saskatoon Outlet,Yoga Mat Premium,Health,6,39.99,0,239.94,191.94
2024-05-07,May,5,2024,Q2,West,Vancouver Flagship,Protein Powder Vanilla,Health,2,54.99,15,93.48,73.98
2023-11-10,November,11,2023,Q4,West,Calgary Centre,Yoga Mat Premium,Health,5,39.99,10,179.96,159.95
2023-07-24,July,7,2023,Q3,Online,Online Store,Yoga Mat Premium,Health,10,39.99,10,359.91,319.9
2024-07-31,July,7,2024,Q3,East,Toronto Downtown,Coffee Maker Deluxe,Appliances,7,119.99,5,797.93,559.93
2024-10-01,October,10,2024,Q4,West,Vancouver Flagship,Protein Powder Vanilla,Health,6,54.99,0,329.94,221.94
2023-12-11,December,12,2023,Q4,East,Montreal Hub,Coffee Maker Deluxe,Appliances,4,119.99,10,431.96,319.96
2023-12-08,December,12,2023,Q4,West,Vancouver Flagship,Bluetooth Speaker Mini,Electronics,7,69.99,10,440.94,349.93
2023-01-17,January,1,2023,Q1,East,Toronto Downtown,Office Chair Ergonomic,Furniture,10,249.99,0,2499.9,1649.9
2023-08-25,August,8,2023,Q3,East,Toronto Downtown,Yoga Mat Premium,Health,4,39.99,5,151.96,127.96
2024-02-27,February,2,2024,Q1,East,Toronto Downtown,Office Chair Ergonomic,Furniture,9,249.99,5,2137.41,1484.91
2023-05-19,May,5,2023,Q2,Online,Online Store,Protein Powder Vanilla,Health,4,54.99,0,219.96,147.96
2024-01-15,January,1,2024,Q1,East,Toronto Downtown,Office Chair Ergonomic,Furniture,5,249.99,0,1249.95,824.95
2024-08-24,August,8,2024,Q3,East,Toronto Downtown,Yoga Mat Premium,Health,5,39.99,15,169.96,159.95
2024-08-25,August,8,2024,Q3,West,Vancouver Flagship,Bluetooth Speaker Mini,Electronics,2,69.99,0,139.98,99.98
2023-08-31,August,8,2023,Q3,East,Toronto Downtown,Office Chair Ergonomic,Furniture,5,249.99,20,999.96,824.95
2024-09-04,September,9,2024,Q3,East,Toronto Downtown,Protein Powder Vanilla,Health,8,54.99,15,373.93,295.92
2023-10-11,October,10,2023,Q4,Online,Online Store,Laptop Stand Aluminum,Electronics,1,49.99,20,39.99,37.99
2024-05-16,May,5,2024,Q2,East,Montreal Hub,Protein Powder Vanilla,Health,6,54.99,0,329.94,221.94
2023-04-01,April,4,2023,Q2,Central,Saskatoon Outlet,Protein Powder Vanilla,Health,5,54.99,0,274.95,184.95
2024-03-13,March,3,2024,Q1,West,Calgary Centre,Coffee Maker Deluxe,Appliances,8,119.99,10,863.93,639.92
2024-12-13,December,12,2024,Q4,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,2,49.99,15,84.98,75.98
2024-08-08,August,8,2024,Q3,Online,Online Store,Wireless Headphones Pro,Electronics,5,129.99,0,649.95,424.95
2023-06-26,June,6,2023,Q2,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,1,49.99,15,42.49,37.99
2023-07-03,July,7,2023,Q3,West,Vancouver Flagship,Protein Powder Vanilla,Health,4,54.99,0,219.96,147.96
2023-10-30,October,10,2023,Q4,East,Toronto Downtown,Bluetooth Speaker Mini,Electronics,8,69.99,0,559.92,399.92
2024-09-25,September,9,2024,Q3,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,2,49.99,15,84.98,75.98
2023-07-29,July,7,2023,Q3,Online,Online Store,Coffee Maker Deluxe,Appliances,5,119.99,20,479.96,399.95
2024-12-04,December,12,2024,Q4,West,Vancouver Flagship,Yoga Mat Premium,Health,2,39.99,20,63.98,63.98
2023-06-12,June,6,2023,Q2,East,Montreal Hub,Bluetooth Speaker Mini,Electronics,1,69.99,0,69.99,49.99
2024-01-19,January,1,2024,Q1,Central,Saskatoon Outlet,Wireless Headphones Pro,Electronics,3,129.99,15,331.47,254.97
2024-03-06,March,3,2024,Q1,East,Toronto Downtown,Office Chair Ergonomic,Furniture,3,249.99,0,749.97,494.97
2023-03-16,March,3,2023,Q1,East,Montreal Hub,Laptop Stand Aluminum,Electronics,2,49.99,5,94.98,75.98
2023-08-23,August,8,2023,Q3,West,Calgary Centre,Laptop Stand Aluminum,Electronics,9,49.99,15,382.42,341.91
2024-07-22,July,7,2024,Q3,East,Montreal Hub,Coffee Maker Deluxe,Appliances,3,119.99,20,287.98,239.97
2024-08-31,August,8,2024,Q3,East,Montreal Hub,Protein Powder Vanilla,Health,7,54.99,0,384.93,258.93
2024-09-17,September,9,2024,Q3,West,Calgary Centre,Bluetooth Speaker Mini,Electronics,6,69.99,0,419.94,299.94
2024-09-12,September,9,2024,Q3,Online,Online Store,Protein Powder Vanilla,Health,1,54.99,0,54.99,36.99
2024-02-20,February,2,2024,Q1,East,Montreal Hub,Running Shoes Men,Footwear,9,99.99,5,854.91,584.91
2023-04-04,April,4,2023,Q2,Online,Online Store,Office Chair Ergonomic,Furniture,3,249.99,0,749.97,494.97
2023-08-24,August,8,2023,Q3,Central,Saskatoon Outlet,Office Chair Ergonomic,Furniture,8,249.99,5,1899.92,1319.92
2024-10-27,October,10,2024,Q4,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,9,49.99,0,449.91,341.91
2024-07-05,July,7,2024,Q3,West,Vancouver Flagship,Protein Powder Vanilla,Health,4,54.99,0,219.96,147.96
2024-06-04,June,6,2024,Q2,West,Vancouver Flagship,Office Chair Ergonomic,Furniture,9,249.99,10,2024.92,1484.91
2023-03-27,March,3,2023,Q1,Central,Saskatoon Outlet,Coffee Maker Deluxe,Appliances,9,119.99,0,1079.91,719.91
2023-09-23,September,9,2023,Q3,West,Calgary Centre,Running Shoes Men,Footwear,9,99.99,0,899.91,584.91
2023-07-02,July,7,2023,Q3,East,Montreal Hub,Wireless Headphones Pro,Electronics,8,129.99,20,831.94,679.92
2023-07-30,July,7,2023,Q3,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,2,49.99,10,89.98,75.98
2023-06-01,June,6,2023,Q2,East,Toronto Downtown,Bluetooth Speaker Mini,Electronics,7,69.99,15,416.44,349.93
2024-10-11,October,10,2024,Q4,Online,Online Store,Office Chair Ergonomic,Furniture,6,249.99,5,1424.94,989.94
2023-06-18,June,6,2023,Q2,West,Calgary Centre,Running Shoes Men,Footwear,1,99.99,0,99.99,64.99
2023-01-12,January,1,2023,Q1,Online,Online Store,Wireless Headphones Pro,Electronics,1,129.99,20,103.99,84.99
2023-02-01,February,2,2023,Q1,West,Calgary Centre,Office Chair Ergonomic,Furniture,3,249.99,20,599.98,494.97
2024-10-14,October,10,2024,Q4,East,Toronto Downtown,Office Chair Ergonomic,Furniture,4,249.99,5,949.96,659.96
2023-04-11,April,4,2023,Q2,Central,Saskatoon Outlet,Bluetooth Speaker Mini,Electronics,6,69.99,0,419.94,299.94
2024-10-07,October,10,2024,Q4,Online,Online Store,Wireless Headphones Pro,Electronics,3,129.99,0,389.97,254.97
2023-11-17,November,11,2023,Q4,Online,Online Store,Yoga Mat Premium,Health,2,39.99,20,63.98,63.98
2024-05-31,May,5,2024,Q2,West,Calgary Centre,Running Shoes Men,Footwear,5,99.99,0,499.95,324.95
2023-03-29,March,3,2023,Q1,Central,Saskatoon Outlet,Laptop Stand Aluminum,Electronics,10,49.99,10,449.91,379.9
2024-05-03,May,5,2024,Q2,East,Montreal Hub,Running Shoes Men,Footwear,9,99.99,20,719.93,584.91
2023-03-20,March,3,2023,Q1,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,5,49.99,10,224.96,189.95
2024-09-28,September,9,2024,Q3,West,Calgary Centre,Wireless Headphones Pro,Electronics,7,129.99,5,864.43,594.93
2023-02-11,February,2,2023,Q1,East,Montreal Hub,Yoga Mat Premium,Health,1,39.99,0,39.99,31.99
2024-09-05,September,9,2024,Q3,East,Toronto Downtown,Wireless Headphones Pro,Electronics,5,129.99,0,649.95,424.95
2024-01-22,January,1,2024,Q1,Online,Online Store,Coffee Maker Deluxe,Appliances,6,119.99,0,719.94,479.94
2024-01-06,January,1,2024,Q1,Central,Saskatoon Outlet,Running Shoes Men,Footwear,3,99.99,5,284.97,194.97
2024-01-22,January,1,2024,Q1,West,Vancouver Flagship,Office Chair Ergonomic,Furniture,7,249.99,0,1749.93,1154.93
2023-10-03,October,10,2023,Q4,West,Calgary Centre,Protein Powder Vanilla,Health,6,54.99,15,280.45,221.94
2023-02-20,February,2,2023,Q1,West,Calgary Centre,Coffee Maker Deluxe,Appliances,3,119.99,20,287.98,239.97
2024-08-13,August,8,2024,Q3,Online,Online Store,Yoga Mat Premium,Health,1,39.99,10,35.99,31.99
2023-02-10,February,2,2023,Q1,East,Toronto Downtown,Bluetooth Speaker Mini,Electronics,7,69.99,0,489.93,349.93
2023-09-04,September,9,2023,Q3,Central,Saskatoon Outlet,Yoga Mat Premium,Health,10,39.99,10,359.91,319.9
2024-04-16,April,4,2024,Q2,East,Toronto Downtown,Coffee Maker Deluxe,Appliances,10,119.99,20,959.92,799.9
2024-10-13,October,10,2024,Q4,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,2,49.99,0,99.98,75.98
2023-10-02,October,10,2023,Q4,East,Toronto Downtown,Wireless Headphones Pro,Electronics,7,129.99,0,909.93,594.93
2024-06-25,June,6,2024,Q2,Central,Saskatoon Outlet,Office Chair Ergonomic,Furniture,9,249.99,15,1912.42,1484.91
2023-01-06,January,1,2023,Q1,Online,Online Store,Running Shoes Men,Footwear,5,99.99,20,399.96,324.95
2024-10-21,October,10,2024,Q4,Central,Saskatoon Outlet,Laptop Stand Aluminum,Electronics,8,49.99,5,379.92,303.92
2023-09-12,September,9,2023,Q3,East,Montreal Hub,Protein Powder Vanilla,Health,4,54.99,10,197.96,147.96
2024-10-25,October,10,2024,Q4,East,Montreal Hub,Office Chair Ergonomic,Furniture,5,249.99,0,1249.95,824.95
2023-06-08,June,6,2023,Q2,West,Vancouver Flagship,Office Chair Ergonomic,Furniture,7,249.99,10,1574.94,1154.93
2024-11-25,November,11,2024,Q4,Online,Online Store,Running Shoes Men,Footwear,3,99.99,10,269.97,194.97
2024-08-08,August,8,2024,Q3,East,Montreal Hub,Running Shoes Men,Footwear,5,99.99,0,499.95,324.95
2023-01-22,January,1,2023,Q1,East,Montreal Hub,Protein Powder Vanilla,Health,3,54.99,0,164.97,110.97
2024-06-25,June,6,2024,Q2,West,Vancouver Flagship,Yoga Mat Premium,Health,2,39.99,0,79.98,63.98
2023-09-15,September,9,2023,Q3,East,Montreal Hub,Office Chair Ergonomic,Furniture,1,249.99,20,199.99,164.99
2024-02-04,February,2,2024,Q1,Online,Online Store,Running Shoes Men,Footwear,7,99.99,0,699.93,454.93
2023-12-30,December,12,2023,Q4,West,Calgary Centre,Coffee Maker Deluxe,Appliances,1,119.99,0,119.99,79.99
2024-02-17,February,2,2024,Q1,Online,Online Store,Protein Powder Vanilla,Health,6,54.99,0,329.94,221.94
2024-07-10,July,7,2024,Q3,West,Calgary Centre,Laptop Stand Aluminum,Electronics,4,49.99,20,159.97,151.96
2023-01-24,January,1,2023,Q1,East,Montreal Hub,Office Chair Ergonomic,Furniture,7,249.99,0,1749.93,1154.93
2024-02-26,February,2,2024,Q1,West,Calgary Centre,Running Shoes Men,Footwear,9,99.99,10,809.92,584.91
2024-06-27,June,6,2024,Q2,West,Vancouver Flagship,Wireless Headphones Pro,Electronics,2,129.99,0,259.98,169.98
2023-09-05,September,9,2023,Q3,West,Calgary Centre,Laptop Stand Aluminum,Electronics,6,49.99,15,254.95,227.94
2023-05-18,May,5,2023,Q2,Central,Saskatoon Outlet,Bluetooth Speaker Mini,Electronics,1,69.99,15,59.49,49.99
2024-12-05,December,12,2024,Q4,East,Toronto Downtown,Coffee Maker Deluxe,Appliances,5,119.99,15,509.96,399.95
2024-10-16,October,10,2024,Q4,West,Calgary Centre,Wireless Headphones Pro,Electronics,4,129.99,0,519.96,339.96
2023-08-10,August,8,2023,Q3,West,Calgary Centre,Protein Powder Vanilla,Health,4,54.99,20,175.97,147.96
2024-06-22,June,6,2024,Q2,Central,Saskatoon Outlet,Running Shoes Men,Footwear,6,99.99,15,509.95,389.94
2023-05-06,May,5,2023,Q2,Online,Online Store,Yoga Mat Premium,Health,4,39.99,20,127.97,127.96
2023-05-25,May,5,2023,Q2,East,Toronto Downtown,Office Chair Ergonomic,Furniture,2,249.99,15,424.98,329.98
2024-09-06,September,9,2024,Q3,Central,Saskatoon Outlet,Bluetooth Speaker Mini,Electronics,8,69.99,15,475.93,399.92
2023-05-07,May,5,2023,Q2,Central,Saskatoon Outlet,Wireless Headphones Pro,Electronics,4,129.99,0,519.96,339.96
2024-08-30,August,8,2024,Q3,Online,Online Store,Office Chair Ergonomic,Furniture,4,249.99,5,949.96,659.96
2023-08-10,August,8,2023,Q3,East,Montreal Hub,Laptop Stand Aluminum,Electronics,6,49.99,0,299.94,227.94
2023-02-10,February,2,2023,Q1,East,Toronto Downtown,Yoga Mat Premium,Health,2,39.99,0,79.98,63.98
2024-09-18,September,9,2024,Q3,West,Calgary Centre,Bluetooth Speaker Mini,Electronics,7,69.99,0,489.93,349.93
2024-04-17,April,4,2024,Q2,Central,Saskatoon Outlet,Yoga Mat Premium,Health,9,39.99,0,359.91,287.91
2023-01-11,January,1,2023,Q1,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,1,49.99,20,39.99,37.99
2023-01-31,January,1,2023,Q1,West,Calgary Centre,Office Chair Ergonomic,Furniture,7,249.99,0,1749.93,1154.93
2024-07-16,July,7,2024,Q3,Central,Saskatoon Outlet,Laptop Stand Aluminum,Electronics,9,49.99,0,449.91,341.91
2023-09-08,September,9,2023,Q3,West,Calgary Centre,Yoga Mat Premium,Health,8,39.99,15,271.93,255.92
2024-12-20,December,12,2024,Q4,West,Calgary Centre,Bluetooth Speaker Mini,Electronics,5,69.99,20,279.96,249.95
2024-09-02,September,9,2024,Q3,Online,Online Store,Office Chair Ergonomic,Furniture,7,249.99,0,1749.93,1154.93
2024-09-27,September,9,2024,Q3,East,Montreal Hub,Protein Powder Vanilla,Health,6,54.99,10,296.95,221.94
2023-12-21,December,12,2023,Q4,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,2,49.99,0,99.98,75.98
2024-09-10,September,9,2024,Q3,East,Toronto Downtown,Office Chair Ergonomic,Furniture,9,249.99,15,1912.42,1484.91
2024-08-11,August,8,2024,Q3,East,Toronto Downtown,Running Shoes Men,Footwear,9,99.99,0,899.91,584.91
2023-08-20,August,8,2023,Q3,East,Montreal Hub,Protein Powder Vanilla,Health,9,54.99,5,470.16,332.91
2023-12-18,December,12,2023,Q4,Central,Saskatoon Outlet,Wireless Headphones Pro,Electronics,3,129.99,20,311.98,254.97
2024-02-22,February,2,2024,Q1,West,Vancouver Flagship,Protein Powder Vanilla,Health,3,54.99,0,164.97,110.97
2024-09-13,September,9,2024,Q3,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,4,49.99,5,189.96,151.96
2023-10-09,October,10,2023,Q4,West,Calgary Centre,Coffee Maker Deluxe,Appliances,7,119.99,0,839.93,559.93
2023-04-05,April,4,2023,Q2,East,Toronto Downtown,Running Shoes Men,Footwear,5,99.99,0,499.95,324.95
2024-06-16,June,6,2024,Q2,Online,Online Store,Yoga Mat Premium,Health,1,39.99,20,31.99,31.99
2024-01-11,January,1,2024,Q1,West,Calgary Centre,Wireless Headphones Pro,Electronics,4,129.99,5,493.96,339.96
2024-02-09,February,2,2024,Q1,East,Montreal Hub,Yoga Mat Premium,Health,1,39.99,10,35.99,31.99
2024-12-11,December,12,2024,Q4,East,Toronto Downtown,Office Chair Ergonomic,Furniture,3,249.99,5,712.47,494.97
2023-01-19,January,1,2023,Q1,West,Vancouver Flagship,Wireless Headphones Pro,Electronics,1,129.99,10,116.99,84.99
2023-07-28,July,7,2023,Q3,East,Montreal Hub,Coffee Maker Deluxe,Appliances,7,119.99,10,755.94,559.93
2023-04-01,April,4,2023,Q2,East,Montreal Hub,Wireless Headphones Pro,Electronics,3,129.99,15,331.47,254.97
2024-04-11,April,4,2024,Q2,West,Calgary Centre,Office Chair Ergonomic,Furniture,4,249.99,0,999.96,659.96
2023-06-29,June,6,2023,Q2,West,Calgary Centre,Protein Powder Vanilla,Health,6,54.99,0,329.94,221.94
2023-02-23,February,2,2023,Q1,Central,Saskatoon Outlet,Yoga Mat Premium,Health,9,39.99,0,359.91,287.91
2024-03-22,March,3,2024,Q1,East,Montreal Hub,Office Chair Ergonomic,Furniture,8,249.99,5,1899.92,1319.92
2024-07-28,July,7,2024,Q3,Central,Saskatoon Outlet,Laptop Stand Aluminum,Electronics,4,49.99,10,179.96,151.96
2023-09-28,September,9,2023,Q3,Online,Online Store,Running Shoes Men,Footwear,1,99.99,0,99.99,64.99
2023-09-05,September,9,2023,Q3,Central,Saskatoon Outlet,Running Shoes Men,Footwear,1,99.99,20,79.99,64.99
2024-06-24,June,6,2024,Q2,West,Vancouver Flagship,Bluetooth Speaker Mini,Electronics,6,69.99,0,419.94,299.94
2023-09-01,September,9,2023,Q3,Online,Online Store,Bluetooth Speaker Mini,Electronics,9,69.99,15,535.42,449.91
2024-06-25,June,6,2024,Q2,East,Montreal Hub,Laptop Stand Aluminum,Electronics,1,49.99,0,49.99,37.99
2023-08-28,August,8,2023,Q3,Central,Saskatoon Outlet,Coffee Maker Deluxe,Appliances,2,119.99,0,239.98,159.98
2023-04-15,April,4,2023,Q2,East,Montreal Hub,Coffee Maker Deluxe,Appliances,1,119.99,10,107.99,79.99
2023-02-18,February,2,2023,Q1,Central,Saskatoon Outlet,Coffee Maker Deluxe,Appliances,10,119.99,15,1019.91,799.9
2023-03-08,March,3,2023,Q1,West,Calgary Centre,Running Shoes Men,Footwear,10,99.99,0,999.9,649.9
2023-01-17,January,1,2023,Q1,West,Calgary Centre,Bluetooth Speaker Mini,Electronics,10,69.99,20,559.92,499.9
2023-06-19,June,6,2023,Q2,Central,Saskatoon Outlet,Yoga Mat Premium,Health,10,39.99,10,359.91,319.9
2024-10-02,October,10,2024,Q4,Central,Saskatoon Outlet,Yoga Mat Premium,Health,10,39.99,20,319.92,319.9
2024-01-20,January,1,2024,Q1,Central,Saskatoon Outlet,Running Shoes Men,Footwear,10,99.99,20,799.92,649.9
2024-09-06,September,9,2024,Q3,East,Toronto Downtown,Bluetooth Speaker Mini,Electronics,9,69.99,0,629.91,449.91
2023-05-29,May,5,2023,Q2,Central,Saskatoon Outlet,Coffee Maker Deluxe,Appliances,7,119.99,15,713.94,559.93
2024-08-05,August,8,2024,Q3,West,Vancouver Flagship,Protein Powder Vanilla,Health,6,54.99,10,296.95,221.94
2023-04-16,April,4,2023,Q2,East,Toronto Downtown,Running Shoes Men,Footwear,9,99.99,0,899.91,584.91
2024-08-06,August,8,2024,Q3,West,Vancouver Flagship,Protein Powder Vanilla,Health,4,54.99,0,219.96,147.96
2023-07-09,July,7,2023,Q3,West,Calgary Centre,Protein Powder Vanilla,Health,3,54.99,20,131.98,110.97
2024-03-16,March,3,2024,Q1,Central,Saskatoon Outlet,Yoga Mat Premium,Health,9,39.99,0,359.91,287.91
2024-02-22,February,2,2024,Q1,Central,Saskatoon Outlet,Wireless Headphones Pro,Electronics,8,129.99,0,1039.92,679.92
2024-02-12,February,2,2024,Q1,East,Montreal Hub,Office Chair Ergonomic,Furniture,7,249.99,0,1749.93,1154.93
2024-10-19,October,10,2024,Q4,West,Vancouver Flagship,Bluetooth Speaker Mini,Electronics,4,69.99,0,279.96,199.96
2024-07-29,July,7,2024,Q3,Central,Saskatoon Outlet,Protein Powder Vanilla,Health,10,54.99,0,549.9,369.9
2023-11-30,November,11,2023,Q4,Online,Online Store,Coffee Maker Deluxe,Appliances,4,119.99,10,431.96,319.96
2023-05-22,May,5,2023,Q2,West,Calgary Centre,Wireless Headphones Pro,Electronics,1,129.99,0,129.99,84.99
2024-02-22,February,2,2024,Q1,West,Vancouver Flagship,Office Chair Ergonomic,Furniture,10,249.99,10,2249.91,1649.9
2024-03-20,March,3,2024,Q1,East,Toronto Downtown,Coffee Maker Deluxe,Appliances,9,119.99,20,863.93,719.91
2023-05-31,May,5,2023,Q2,Central,Saskatoon Outlet,Yoga Mat Premium,Health,6,39.99,10,215.95,191.94
2024-11-23,November,11,2024,Q4,East,Montreal Hub,Laptop Stand Aluminum,Electronics,5,49.99,0,249.95,189.95
2024-07-17,July,7,2024,Q3,Central,Saskatoon Outlet,Yoga Mat Premium,Health,7,39.99,0,279.93,223.93
2024-02-21,February,2,2024,Q1,West,Vancouver Flagship,Office Chair Ergonomic,Furniture,1,249.99,10,224.99,164.99
2024-05-08,May,5,2024,Q2,East,Toronto Downtown,Yoga Mat Premium,Health,3,39.99,20,95.98,95.97
2023-07-14,July,7,2023,Q3,Central,Saskatoon Outlet,Coffee Maker Deluxe,Appliances,6,119.99,20,575.95,479.94
2023-05-04,May,5,2023,Q2,West,Vancouver Flagship,Running Shoes Men,Footwear,5,99.99,5,474.95,324.95
2024-07-08,July,7,2024,Q3,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,10,49.99,20,399.92,379.9
2023-11-15,November,11,2023,Q4,Online,Online Store,Running Shoes Men,Footwear,1,99.99,20,79.99,64.99
2023-01-31,January,1,2023,Q1,East,Montreal Hub,Laptop Stand Aluminum,Electronics,4,49.99,0,199.96,151.96
2023-01-07,January,1,2023,Q1,Central,Saskatoon Outlet,Yoga Mat Premium,Health,7,39.99,5,265.93,223.93
2023-03-06,March,3,2023,Q1,East,Toronto Downtown,Wireless Headphones Pro,Electronics,7,129.99,10,818.94,594.93
2023-07-26,July,7,2023,Q3,East,Toronto Downtown,Office Chair Ergonomic,Furniture,4,249.99,20,799.97,659.96
2024-09-18,September,9,2024,Q3,East,Toronto Downtown,Coffee Maker Deluxe,Appliances,1,119.99,0,119.99,79.99
2024-01-20,January,1,2024,Q1,Central,Saskatoon Outlet,Wireless Headphones Pro,Electronics,5,129.99,0,649.95,424.95
2023-10-28,October,10,2023,Q4,Online,Online Store,Office Chair Ergonomic,Furniture,6,249.99,0,1499.94,989.94
2024-04-09,April,4,2024,Q2,West,Vancouver Flagship,Yoga Mat Premium,Health,9,39.99,0,359.91,287.91
2024-08-19,August,8,2024,Q3,Online,Online Store,Bluetooth Speaker Mini,Electronics,7,69.99,15,416.44,349.93
2023-05-28,May,5,2023,Q2,Online,Online Store,Wireless Headphones Pro,Electronics,6,129.99,0,779.94,509.94
2024-10-14,October,10,2024,Q4,West,Calgary Centre,Running Shoes Men,Footwear,1,99.99,5,94.99,64.99
2024-03-27,March,3,2024,Q1,Central,Saskatoon Outlet,Bluetooth Speaker Mini,Electronics,5,69.99,5,332.45,249.95
2023-06-16,June,6,2023,Q2,Online,Online Store,Wireless Headphones Pro,Electronics,8,129.99,0,1039.92,679.92
2024-02-17,February,2,2024,Q1,Online,Online Store,Yoga Mat Premium,Health,3,39.99,10,107.97,95.97
2023-05-21,May,5,2023,Q2,East,Toronto Downtown,Coffee Maker Deluxe,Appliances,9,119.99,20,863.93,719.91
2023-04-05,April,4,2023,Q2,Online,Online Store,Bluetooth Speaker Mini,Electronics,8,69.99,5,531.92,399.92
2023-02-18,February,2,2023,Q1,Central,Saskatoon Outlet,Laptop Stand Aluminum,Electronics,10,49.99,0,499.9,379.9
2023-09-27,September,9,2023,Q3,East,Montreal Hub,Wireless Headphones Pro,Electronics,9,129.99,15,994.42,764.91
